GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
2727,2,20.0,12.0,400.0,103.2642,0.0008516658,7.21750678445638e-05,1,5.7740054275651e-05,0.0007650557,0.0029880478,39.3204,66.8599,6.2609,22,0.0014002,6,0.0,0.0
2733,6,23.0,36.0,2000.0,124.098,0.0053495763,0.0003575212,5,0.0003045551,0.000503178,0.0050317797,45.9842,43.8105,3.5105,22,0.00088718,5,0.0,0.0
2735,4,20.0,12.0,750.0,71.7912,0.0015422002,0.0001635667,4,0.00010515,0.0002336667,0.002827367,48.5643,81.2397,4.2934,17,0.00065427,8,0.0,0.0
2745,6,19.0,24.0,1000.0,140.874,0.0085153383,0.0005166209,8,0.000311754,0.0002494032,0.0036430684,39.902,52.2249,5.0122,28,0.00065914,7,0.0,7.1258e-05
2748,3,25.0,14.0,500.0,104.1798,0.0041282642,0.0004080261,3,4.80030721966206e-05,3.60023041474654e-05,0.0033602151,37.4337,67.7571,4.7714,24,0.0012961,4,0.0,0.0
2750,5,27.0,6.0,200.0,143.4288,0.0092911422,0.0005046307,2,5.93683210638803e-05,2.96841605319402e-05,0.0030574685,35.8824,54.7184,5.9515,15,0.0007421,4,0.0,0.00023747
2758,6,21.0,24.0,730.0,155.502,0.0077816492,0.0008710801,7,4.35540069686411e-05,0.0003339141,0.0029761905,28.3922,54.1073,7.4,15,0.00062427,5,0.0,0.00029036
2769,5,19.0,14.0,200.0,109.7646,0.0023382697,0.0002407042,4,3.43863188299482e-05,0.0003667874,0.0053986521,21.2511,42.879,3.4586,22,0.00097428,7,0.0,0.00041264
2772,6,20.0,12.0,600.0,213.3366,0.0089618644,0.0004872881,5,4.23728813559322e-05,0.0006991525,0.0053177966,24.624,33.5777,5.6215,24,0.0040254,6,0.0,0.0
2773,4,18.0,8.0,400.0,72.1902,0.0005723443,9.8116169544741e-05,5,8.17634746206175e-05,0.0001635269,0.0026981947,24.9756,72.3394,4.9152,13,0.00065411,7,0.0,0.0
2780,4,27.0,8.0,500.0,97.842,0.0025618538,0.0002769572,3,0.0001384786,0.0002307976,0.0025849335,34.991,57.8214,5.9018,13,0.00078471,5,0.0,0.0
2787,6,16.0,28.0,1500.0,109.5564,0.0036789159,0.0007482541,10,6.23545061523113e-05,0.0008313934,0.0028059528,58.0,66.9926,6.0148,25,0.0012263,6,0.0,0.00033256
2788,6,17.0,20.0,1000.0,137.685,0.0018938273,0.0002071374,5,7.39776291649405e-05,0.0006066166,0.0034769486,27.9145,52.6809,6.6766,15,0.00073978,7,0.0,0.0
2794,5,25.0,4.0,830.0,175.2924,0.0194750784,0.0001081198,3,2.70299491836955e-05,0.000527084,0.0030678992,53.1327,74.5551,4.2907,15,0.00062169,7,0.0,0.0
2798,5,18.0,8.0,750.0,181.881,0.0142820095,0.0005557202,0,9.26200355660937e-05,0.0004445762,0.0032972733,20.8588,60.8764,6.1236,15,0.0012226,5,0.0,0.00050015
2817,5,29.0,28.0,1000.0,90.228,0.0014817042,0.0001073699,0,2.14739735440646e-05,0.0001717918,0.0026842467,50.6129,76.16,5.872,15,0.0010737,6,0.0,0.0
2819,5,16.0,24.0,500.0,158.3616,0.0039700098,0.0003810226,4,0.0003072763,0.0008849558,0.0043510324,28.6006,44.4294,5.7853,24,0.002409,9,0.0001597837,8.6037e-05
2820,3,18.0,20.0,600.0,79.6956,0.0011450568,0.0001583589,2,2.43629099059592e-05,0.0002558106,0.002704283,64.4163,73.7658,5.2838,17,0.0016932,8,7.30887297178775e-05,0.00054817
2821,6,17.0,28.0,700.0,214.8654,0.0115566159,0.0006028423,3,0.0004617516,0.0007439331,0.00438664,19.4956,41.3333,6.4006,25,0.0018598,7,0.0,0.0
2824,6,21.0,12.0,1000.0,119.499,0.0020952443,6.4968814968815e-05,4,9.42047817047817e-05,0.000987526,0.0037746881,36.7235,53.3253,5.4191,36,0.00045803,10,3.24844074844075e-06,0.0
2825,4,19.0,8.0,120.0,50.838,0.0014128989,0.0003601507,0,5.54078014184397e-05,0.0001108156,0.0017453457,45.3548,84.5714,4.8095,13,0.0010805,4,0.0,2.7704e-05
2826,5,21.0,28.0,1200.0,131.4936,0.00558317,0.000175021,3,0.0003675441,0.0001925231,0.0038679642,53.6909,54.0814,4.8507,18,0.0013477,5,0.0,0.0
2830,6,24.0,10.0,550.0,197.07,0.0102848101,0.000748375,4,0.0002565857,0.002416182,0.0031324837,21.1781,56.6143,9.1263,22,0.0018068,6,0.0,0.0
2833,6,20.0,24.0,1100.0,206.6238,0.0109338439,0.0005211657,7,3.19081046585833e-05,0.0001701766,0.0047755797,23.875,46.6281,5.9399,33,0.0019464,6,0.0,0.0
2834,5,20.0,8.0,700.0,111.2382,0.0033481403,0.0004475237,1,0.0002651992,0.0002486243,0.0025856925,42.3742,70.9487,7.3974,19,0.0022542,6,0.0001823245,6.63e-05
2835,4,17.0,10.0,350.0,151.65,0.0041456809,0.0005701796,4,2.37574836073363e-05,0.0002138174,0.0041456809,44.2989,45.2149,5.6246,19,0.0023045,7,0.0001425449,3.5636e-05
2837,6,24.0,36.0,2000.0,131.3226,0.0068352906,0.000617284,6,0.0003312255,0.0003763927,0.004456489,28.8542,52.3108,4.0169,23,0.00090334,6,0.0,0.00015056
2851,3,17.0,14.0,360.0,112.1214,0.0007907014,0.0001779078,8,9.8837669012414e-06,0.0001482565,0.0031726892,43.1125,69.8193,6.7445,28,0.001107,8,0.0002569779,0.00064244
2859,6,26.0,12.0,450.0,136.6296,0.0033382413,0.0004696385,5,5.07717303005686e-05,0.000939277,0.0039855808,34.8115,57.6178,5.4618,26,0.0019928,8,0.0,0.0
2865,2,17.0,6.0,800.0,71.4978,0.0016275399,0.0002835865,6,0.0004438745,0.0003822253,0.0024413099,61.6244,89.2727,4.9091,16,0.00078911,7,0.0,0.0
2867,5,20.0,20.0,70.0,98.4912,0.0025569906,0.0005092312,7,5.4173528646962e-05,6.50082343763543e-05,0.0036404611,33.1821,59.3929,4.5595,23,0.0011593,8,9.75123515645315e-05,0.00042255
2868,5,26.0,8.0,800.0,164.571,0.0033818059,0.000497877,4,5.6363431405704e-05,0.0001690903,0.0060402811,26.9159,42.1586,4.4323,27,0.0014373,10,6.5757336639988e-05,0.0
2878,4,24.0,14.0,700.0,72.2544,0.0023989034,0.000561648,6,0.0001618308,0.0002475059,0.0025131369,47.6806,95.6818,4.6742,24,0.00070444,6,0.0,0.0
2881,3,32.0,12.0,200.0,52.3182,0.0011409344,0.0004060953,4,0.000154703,0.0001740408,0.0022818688,46.7692,88.339,3.9237,16,0.00073484,6,0.0,5.8014e-05
2888,5,19.0,24.0,800.0,158.0754,0.0049663184,0.0005155348,4,0.000103107,0.0009623316,0.0043992301,19.4353,38.7031,5.6836,22,0.0018731,7,0.0,0.0
2895,3,26.0,10.0,1000.0,72.9042,0.0032885121,0.0001339764,2,0.0001096171,0.0001461561,0.00261863,51.0467,78.9023,4.1349,17,0.00064552,6,0.0,0.0
2899,5,19.0,14.0,1000.0,130.7874,0.0008727544,8.82560602494705e-05,5,8.82560602494705e-05,0.0006177924,0.0037165608,32.0741,45.4776,6.3588,19,0.0013631,7,5.8837373499647e-05,8.8256e-05
2900,6,21.0,28.0,1500.0,178.3326,0.0097891566,0.0005326183,6,0.0001101969,0.0002112107,0.0037650602,30.9535,51.961,6.5488,27,0.001001,10,0.0004775198,0.00020203
2904,3,22.0,20.0,800.0,77.5146,0.0016773629,0.0003524893,5,4.86192143134967e-05,0.0004497277,0.0029779269,34.6066,80.1633,4.4245,15,0.00069282,5,0.0001093932,6.0774e-05
2905,5,25.0,14.0,400.0,88.4334,0.0017264001,0.000362544,4,0.000103584,0.000586976,0.0020198881,31.931,84.6154,7.6581,10,0.0011049,6,8.63200055244804e-05,0.00015538
2906,6,21.0,28.0,1300.0,103.8936,0.0032017478,0.00039551,9,0.0003766762,0.0002260057,0.0027685701,24.137,66.0408,6.2381,15,0.0014314,4,0.0,0.0
2912,4,28.0,8.0,600.0,63.6066,0.0012070353,0.0004454535,2,0.0002730199,0.0007472123,0.0025002874,47.3064,86.9195,4.5115,16,0.00086217,7,0.0,0.00017243
2915,7,22.0,28.0,1250.0,143.7066,0.0072799606,0.0007177426,8,0.0002563366,0.0002255762,0.0055471249,32.0741,47.3567,3.5416,34,0.0010356,8,0.0002768436,6.1521e-05
2916,4,22.0,20.0,750.0,114.8028,0.0011900841,0.0003143618,4,2.24544175324092e-05,0.0004266339,0.0032184665,30.7786,60.9302,6.686,30,0.0007859,8,0.0003966947,0.00082333
2920,6,20.0,20.0,730.0,134.61,0.0051578589,0.000492126,5,9.46396123561478e-06,3.78558449424591e-05,0.0055932011,28.461,41.1574,3.6007,29,0.00098425,8,0.000246063,0.00021767
2923,5,27.0,6.0,600.0,107.7972,0.0026882868,0.0005013868,2,9.60102410923832e-05,5.33390228291018e-05,0.0026562833,52.0161,66.0884,7.3936,23,0.0010028,8,0.000106678,0.0
2924,5,27.0,10.0,1000.0,152.9214,0.0048177496,0.0007131537,6,0.00022187,0.0003961965,0.002503962,33.4013,47.8228,9.4747,25,0.00093502,3,0.0,0.0
2925,6,17.0,14.0,750.0,161.6112,0.0056718898,0.00063021,6,7.16147698301298e-05,0.0003222665,0.0045117305,29.2146,41.473,5.6143,31,0.00065886,9,0.0,0.00015039
2926,6,19.0,28.0,550.0,162.6486,0.0039259514,0.0013755158,7,4.29848693259972e-05,4.29848693259972e-05,0.0038399817,25.9476,49.8955,6.9142,17,0.00094567,9,0.0,0.00011463
2928,4,20.0,6.0,200.0,80.8956,0.001528311,0.0003634398,7,1.86379393894211e-05,0.0007641555,0.0035691654,54.5445,56.3864,3.893,34,0.00063369,7,0.0,0.00012115
2930,6,17.0,6.0,500.0,191.5086,0.0035145506,0.0007895005,5,0.0001528065,0.0010866243,0.0063499609,26.0295,36.8984,4.9171,35,0.0020968,10,0.0,0.0
2931,6,22.0,12.0,1000.0,169.4076,0.0053107682,0.0005433011,8,0.0003395632,0.0002988156,0.0054465935,24.24,42.3541,4.9002,29,0.0029882,7,0.0,0.0
2932,5,22.0,6.0,300.0,146.9736,0.006694797,9.96743969698983e-05,0,6.64495979799322e-05,0.0003654728,0.0044853479,31.3309,44.8,4.5889,21,0.0012625,4,0.0,0.0
2936,5,21.0,20.0,800.0,109.8738,0.0041375312,0.0004743666,5,0.0004567975,0.0010453635,0.0039706244,32.9313,55.5398,4.3695,31,0.00086967,11,0.0001493376,0.00049194
2938,4,24.0,10.0,800.0,126.9336,0.0039393096,0.0005011136,3,1.39198218262806e-05,0.0005011136,0.0048858575,23.8171,50.1425,4.0912,23,0.0010301,8,0.0,9.7439e-05
2939,6,22.0,20.0,700.0,132.6198,0.0027176648,0.0002264721,6,0.0003397081,0.0005032713,0.0041142426,33.1534,52.7584,5.5413,22,0.0014092,8,6.29089079013588e-05,0.00015098
2940,4,22.0,20.0,300.0,121.2762,0.0055398346,0.0004353505,9,1.08837614279495e-05,0.0001632564,0.0033413148,39.3072,62.1368,5.6678,23,0.0012299,6,0.0004026992,0.00084893
2943,5,17.0,20.0,750.0,117.6066,0.0027574029,0.0005433306,2,8.14995925020375e-05,0.0010866612,0.002866069,25.7333,57.2322,7.327,24,0.0012632,6,0.0002716653,0.00014942
2944,4,24.0,10.0,336.0,83.2626,0.0016745469,0.0004268453,1,3.28342526924087e-05,0.0001970055,0.0023312319,32.2857,72.169,6.2535,11,0.00075519,3,0.0,0.0
2949,5,16.0,10.0,800.0,151.8942,0.0083420619,0.0004489002,4,0.000112225,0.0004489002,0.003104893,26.439,47.759,6.6988,12,0.00101,3,0.0,0.0
2952,5,17.0,8.0,300.0,61.1094,0.0011471519,0.0003461234,5,0.0002076741,0.0002373418,0.0027788766,39.9286,90.6619,3.7473,19,0.00060324,5,0.0,0.0
2953,3,17.0,24.0,600.0,69.7362,0.0012580539,0.0003174529,6,8.23025913558764e-05,5.87875652541974e-05,0.002727743,37.4892,78.9655,4.4181,17,0.00087006,6,8.23025913558764e-05,5.8788e-05
2958,3,16.0,6.0,200.0,91.3188,0.0008968027,0.0001299714,5,2.59942812581232e-05,0.0006628542,0.0026644138,34.549,74.6732,6.3512,27,0.0012867,7,0.0001949571,0.00027294
2962,5,19.0,12.0,800.0,149.9052,0.0039890421,0.000384486,2,4.80607487864661e-05,0.0003003797,0.004878166,41.521,43.931,4.6847,23,0.0014058,6,0.0002042582,0.00012015
2963,5,25.0,12.0,700.0,105.0456,0.0015604027,0.0004781879,8,5.87248322147651e-05,0.0002181208,0.0034815436,23.7295,61.2048,5.3663,22,0.0007802,6,0.0,0.0
2970,2,26.0,20.0,650.0,88.5954,0.0001535455,2.79173646007817e-05,4,0.0003489671,0.0004048018,0.0021729015,61.7339,71.0921,7.6595,33,0.00026521,7,0.0,0.0
2973,4,18.0,10.0,500.0,113.2068,0.0040783687,0.0006897241,6,8.99640143942423e-05,0.0006397441,0.0037485006,40.3529,61.1307,4.6987,23,0.0013894,8,0.000109956,1.9992e-05
2974,2,16.0,24.0,900.0,82.5966,0.0022040563,0.0004139073,1,3.10430463576159e-05,0.0004346026,0.0026903974,56.6486,75.9385,5.1231,24,0.00056912,6,0.0,3.1043e-05
2982,5,24.0,16.0,1000.0,121.848,0.0033100198,0.0005142686,4,0.0001215544,0.0003085612,0.0046938699,38.3633,47.5857,4.3327,23,0.001309,9,0.0,8.4153e-05
2988,1,18.0,24.0,900.0,46.5588,0.0004204962,0.0001651949,3,1.50177209106746e-05,7.5088604553373e-05,0.0022226227,42.0136,95.027,3.8108,13,0.00058569,5,0.0,0.00010512
2989,2,16.0,20.0,100.0,53.5938,0.0017699374,0.0002047861,2,2.92551635363642e-05,1.46275817681821e-05,0.0027061026,65.0217,84.3459,3.1405,11,0.00083377,4,0.0,0.0
2995,2,22.0,8.0,12.0,39.2142,0.0006761079,8.72397347912062e-05,6,1.45399557985344e-05,0.0003489589,0.0019919739,89.5385,108.4526,3.4015,36,0.00048709,7,0.0,0.0
3007,4,23.0,6.0,150.0,133.5432,0.0027829314,0.0003546873,6,0.0001909855,0.0004638219,0.0036969333,33.0074,60.4871,5.9557,21,0.0013915,7,0.0,0.0
3014,5,24.0,6.0,300.0,101.7954,0.0031418011,0.0005376344,3,5.04032258064516e-05,0.0007056452,0.003125,46.3784,63.4409,5.0645,18,0.00062164,6,0.0,8.4005e-05
3015,5,18.0,8.0,120.0,58.101,0.0016602204,0.0001641976,5,2.7366270159819e-05,9.12209005327301e-06,0.003648836,69.2632,62.75,2.7675,18,0.00040137,11,0.0,0.0
3020,6,24.0,24.0,700.0,87.3768,0.0023314964,0.0006491098,7,1.32471386180585e-05,0.0001457185,0.0039741416,29.1639,61.16,3.6167,18,0.0014439,7,0.0,0.00042391
3023,4,18.0,2.0,300.0,105.609,0.0025003349,0.0003906773,3,2.23244184488994e-05,0.0006027593,0.0029021744,30.9653,76.6615,5.9308,21,0.00053579,4,0.0,0.0
3024,4,21.0,16.0,500.0,96.3294,0.0047870404,0.0002366218,6,0.0001638151,0.00010921,0.0026574445,43.8897,81.9178,5.1164,15,0.0011103,4,0.0,0.0
3025,3,28.0,8.0,320.0,56.9916,0.0008441943,0.0004887441,6,4.44312796208531e-05,0.0001332938,0.0028732227,36.9948,74.1031,3.433,12,0.00078495,4,0.0,0.0
3031,1,21.0,8.0,500.0,47.9412,0.0005697273,0.0001102698,4,0.0001470264,0.0001286481,0.0018378299,89.9798,94.68,4.71,15,0.00062486,5,0.0,0.0
3044,1,20.0,10.0,20.0,48.1542,0.001958751,0.0004896878,1,0.0001008181,0.0003456619,0.0025204517,54.8506,101.0971,2.9657,12,0.00048969,7,0.0,0.00011522
3046,5,20.0,8.0,730.0,109.7706,0.0024842037,0.0004455365,4,1.35011070907814e-05,0.0005130421,0.0030917535,20.4211,61.0306,6.1397,15,0.0010531,5,0.0,0.00022952
3049,3,19.0,20.0,750.0,100.1742,0.0005656943,0.0001106793,2,2.4595405578238e-05,0.0010207093,0.0032834866,56.9023,65.8427,5.5618,24,0.0010945,7,0.0,0.0
3050,5,17.0,8.0,400.0,106.4778,0.0034350986,0.0006055797,7,0.0001148513,0.0005220515,0.0036334781,40.3228,72.5632,4.819,27,0.0013469,9,0.0006055797,0.00032367
3053,4,22.0,30.0,500.0,75.114,0.002160804,0.0001842546,6,1.6750418760469e-05,8.37520938023451e-05,0.0029480737,69.0286,60.9318,4.1932,15,0.00051926,4,0.0,0.0
3054,6,16.0,20.0,650.0,88.6158,0.0020716188,0.0003534905,7,0.0001808556,8.22070961165368e-05,0.0044145211,38.7836,53.2216,3.3371,34,0.00094538,7,0.0,0.0
3061,1,18.0,8.0,150.0,84.5352,0.0023547881,0.0001605537,4,3.56786071071785e-05,0.0001962323,0.0032467532,68.1989,63.5824,4.2198,22,0.00067789,5,0.0,0.0
3062,3,21.0,8.0,150.0,93.0348,0.0021768335,0.0002363419,7,1.24390486615584e-05,0.0004478058,0.0038063489,32.3279,57.634,3.9641,28,0.00094537,9,6.21952433077918e-05,9.9512e-05
3066,5,22.0,16.0,800.0,125.6172,0.0040353948,0.0003500583,5,0.0003306107,0.0001944769,0.0032088681,34.3222,59.9515,6.5121,24,0.0014002,10,0.0002139245,0.00086542
3072,4,18.0,8.0,450.0,169.0749,0.0021832445,0.0001850207,3,0.0001480166,0.002812315,0.0030343398,25.4321,54.2439,9.5854,17,0.00040705,2,0.0,0.0
3074,6,21.0,28.0,1155.0,149.2314,0.0080386882,0.0002989154,7,0.0001921599,0.0003736442,0.0038752242,41.2376,51.9339,5.157,25,0.00097147,7,0.0,0.0
3079,3,23.0,6.0,400.0,103.0074,0.0018186542,0.0002706331,4,1.08253225946133e-05,0.0014397679,0.0030419156,36.4857,73.7224,5.7402,32,0.0010934,8,0.0001623798,0.00020568
3082,3,16.0,24.0,500.0,74.0214,0.0003493246,8.31725331026682e-05,0,3.32690132410673e-05,0.0003160556,0.003709495,43.3333,60.5202,3.5426,20,0.00074855,7,0.0,0.0
3091,7,25.0,10.0,900.0,178.8342,0.0159104907,0.0003913467,7,0.0001411414,0.000307945,0.0047923938,34.681,46.2276,3.8166,36,0.00070571,10,0.0,8.9817e-05
3095,4,24.0,28.0,1000.0,132.9432,0.0053623053,0.0005129162,3,2.3314370978271e-05,0.0001165719,0.0032640119,30.8777,61.6571,6.1357,11,0.00074606,4,0.0,0.0001632
3099,3,24.0,2.0,300.0,75.783,0.0009781808,0.0001265881,6,0.0002071442,1.1508009574664e-05,0.0028079543,51.358,68.5738,4.8074,22,0.00054088,6,0.0001265881,0.00047183
3101,6,21.0,10.0,650.0,130.2642,0.0022790866,0.0004795108,4,0.0003666847,0.0002764239,0.0045525318,23.7122,45.6159,4.7423,32,0.00067696,8,3.94891235671089e-05,7.8978e-05
3103,6,26.0,8.0,300.0,120.1956,0.0017121163,0.0003659959,6,0.0001240664,0.0002729461,0.0058373241,30.6936,43.3539,3.5569,30,0.00061413,6,0.0,0.0
3105,3,21.0,24.0,600.0,61.4232,0.0023081362,0.0003661947,0,0.0001886457,0.0004216787,0.002319233,50.25,94.1053,4.1053,17,0.00063252,8,0.0,0.0
3117,4,16.0,24.0,300.0,109.1106,0.0025404065,0.0005700912,7,0.0002700432,0.000300048,0.0033205313,19.142,66.9639,5.7199,24,0.00084013,8,0.0,0.0
3120,4,23.0,24.0,1260.0,100.0632,0.0039582897,0.0004184976,2,3.48747994699031e-05,0.0002964358,0.0034002929,46.4742,61.7641,4.4615,30,0.00097649,6,0.0,0.000279
3125,7,21.0,8.0,400.0,157.6344,0.0085521723,0.0006981365,9,1.34257021642232e-05,0.0005773052,0.0046587187,22.4855,48.5764,4.513,25,0.00071156,6,0.0,0.0
3127,3,21.0,6.0,235.0,111.5712,0.0037019941,0.0002769572,2,0.0002031019,0.0006185377,0.0041912851,41.3687,57.1982,4.2775,35,0.00083087,7,0.0,0.0
3131,4,20.0,8.0,600.0,93.4368,0.0019906084,0.0004338506,2,0.0001531237,0.0002934871,0.0028710698,39.8036,68.64,5.4711,28,0.00098254,8,6.38015516537362e-05,0.00014036
3132,5,17.0,10.0,800.0,82.1292,0.0015969163,0.0003028634,4,5.50660792951542e-05,0.0004680617,0.0025055066,26.0444,70.1538,5.6703,13,0.00090859,4,0.0,5.5066e-05
3141,3,17.0,8.0,250.0,62.5908,0.0009186486,0.0002806982,5,0.0001275901,0.0009952026,0.0021435133,82.3614,89.9048,5.2024,14,0.00074002,3,0.0,0.0
3144,5,21.0,12.0,600.0,129.0774,0.0072628881,0.0002237865,4,0.0001118932,0.0001220653,0.0041400496,35.6355,53.7396,4.3857,25,0.0010172,7,0.0,0.0
3155,4,18.0,14.0,500.0,151.278,0.0040571623,0.0005004898,0,1.06487200238531e-05,0.0,0.0044192188,40.0193,52.694,5.5205,29,0.001182,7,0.0001277846,0.00022362
3157,3,34.0,8.0,300.0,165.5874,0.0131198087,0.0003775485,3,0.0001887742,0.0003775485,0.0027057639,27.2,62.7442,6.6279,13,0.00129,4,0.0,0.0
3164,5,27.0,8.0,1200.0,77.034,0.0012974915,0.0001996141,4,1.66345066205336e-05,0.0006487458,0.0023620999,36.4539,83.2676,5.162,14,0.00051567,5,0.0,0.0
3166,5,16.0,36.0,700.0,90.4704,0.0005489197,0.0001317407,0,0.0001097839,0.0007684876,0.0015369752,19.5362,85.7714,10.8286,15,0.002042,5,0.0,0.0
3173,2,30.0,6.0,80.0,40.5048,0.0009564293,0.000460503,7,1.77116542685087e-05,8.85582713425434e-05,0.0024619199,78.8116,107.4245,2.7554,13,0.00081474,6,0.0,3.5423e-05
3179,5,18.0,28.0,1000.0,149.7672,0.0077385964,0.000804814,3,0.0003714526,0.0001114358,0.0034297459,36.5507,53.6318,6.0505,29,0.00078005,6,0.0001609628,0.00045812
3180,2,26.0,16.0,100.0,70.9566,0.0019656259,0.0004304883,6,0.0001055915,0.0004386107,0.0032246012,41.1212,66.0252,3.5164,29,0.00055232,8,0.0,0.00022743
3181,3,20.0,10.0,50.0,142.1322,0.0077980744,0.0001648642,4,1.64864151938802e-05,0.0004121604,0.003890794,63.7106,49.1525,4.4788,31,0.0020443,7,0.0,0.0
3182,5,20.0,12.0,900.0,163.0764,0.0054742908,0.000731383,4,2.21631205673759e-05,0.0002437943,0.0039893617,34.3687,41.3778,5.5222,19,0.0011746,5,0.0,0.0
3183,6,24.0,10.0,670.0,99.3462,0.0032574431,0.0001225919,5,3.50262697022767e-05,8.75656742556918e-05,0.0030647986,30.7816,61.7829,5.0057,16,0.0011734,5,0.0,0.0
3186,4,17.0,6.0,100.0,139.8048,0.0010858299,0.0002097626,4,8.63728345096491e-05,0.0002961354,0.0044296925,39.0279,45.1365,5.3064,23,0.0026529,6,0.0003578303,0.00060461
3192,4,19.0,10.0,865.0,101.658,0.0024894068,0.0006091102,1,5.29661016949153e-05,0.0003177966,0.0025688559,51.5417,72.6598,6.5464,15,0.0015095,5,0.0,0.0
3196,4,26.0,6.0,200.0,114.522,0.0021030311,0.0003389182,5,0.0001303532,0.0015555478,0.0034239433,35.084,63.797,5.8274,24,0.001121,9,0.0002259455,0.00048665
3222,2,26.0,8.0,500.0,86.6322,0.0006929381,0.0001054471,2,0.0001958303,0.0003916606,0.0024554109,42.2469,77.4233,6.2025,18,0.0013106,5,0.0,0.0
3227,4,21.0,8.0,100.0,116.3022,0.0041535012,0.0003312608,0,2.54816022831516e-05,0.0003057792,0.0045357252,57.5593,46.4719,3.7079,26,0.0019111,5,0.0,0.0
3231,4,21.0,10.0,180.0,130.4664,0.0023069451,0.0004182181,6,9.44363499001673e-05,0.0004991636,0.0045194539,31.7485,54.0537,4.8746,20,0.0017403,6,0.0,1.3491e-05
3233,6,21.0,20.0,1000.0,115.8912,0.0089565057,0.0003834121,5,1.53364824243911e-05,0.0001840378,0.0027452304,46.2472,73.6983,4.7709,15,0.00082817,4,0.0,0.0
3234,4,21.0,6.0,450.0,103.6962,0.0006417747,0.000137207,5,4.42603215069754e-05,0.0002168756,0.0040985058,51.027,55.6026,4.5097,30,0.00058866,8,0.0,0.0
3235,4,18.0,30.0,200.0,105.7266,0.0079233035,0.0006818678,8,0.0001772856,0.0002045603,0.0036957233,54.9778,62.8782,3.1808,22,0.00095461,7,0.0,0.00019092
3243,2,32.0,28.0,110.0,58.8558,0.0013636364,0.0003074866,1,1.33689839572193e-05,1.33689839572193e-05,0.0024064171,50.1229,88.0222,4.0389,15,0.00044118,3,0.0,0.0
3248,2,20.0,4.0,400.0,73.0272,0.0023942163,0.0005711693,2,2.34727090635954e-05,0.0002894967,0.0038104031,59.7531,66.9487,3.2094,25,0.0004851,8,0.0,0.0
3256,5,17.0,4.0,500.0,150.9036,0.0048906619,0.0005466903,1,4.43262411347518e-05,8.86524822695036e-05,0.0031619385,27.0235,61.8692,8.257,22,0.0016548,6,0.0002364066,0.00020686
3257,4,17.0,6.0,200.0,83.7276,0.0008473492,0.0002078404,1,3.19754428598836e-05,0.0005915457,0.0037411268,45.3562,58.9573,4.0299,18,0.00071945,7,0.0,0.00011191
3258,3,22.0,12.0,500.0,77.8542,0.0032209361,0.0005284348,4,2.51635631605435e-05,0.0008303976,0.0027428284,63.1111,84.367,4.2936,8,0.00075491,4,0.0,0.0
3263,4,21.0,6.0,750.0,86.523,0.0012487423,0.0003593503,3,6.28863015667673e-05,0.0001257726,0.0038450482,36.5433,54.2523,3.8692,27,0.00072768,8,0.0001976427,0.00012577
3267,2,24.0,8.0,150.0,67.4424,0.0015411839,0.0001855129,7,2.85404418060392e-05,0.0003710257,0.0023688567,57.5515,99.6386,4.7892,18,0.00091329,6,0.0,0.0
3278,5,24.0,10.0,330.0,126.6186,0.0014778576,0.0004841258,8,0.0001146614,0.0004586455,0.0050068797,29.2245,50.4936,4.4707,25,0.0011084,7,0.0,1.274e-05
3281,4,20.0,14.0,400.0,140.3412,0.0043838635,0.0004072442,4,2.39555385205059e-05,0.0004551552,0.0025632426,31.434,68.972,8.7383,10,0.00067076,3,0.0,7.1867e-05
3283,2,29.0,8.0,300.0,92.841,0.0025177336,0.00045976,3,1.09466678343112e-05,0.0001751467,0.003065067,37.9498,65.2571,5.7214,21,0.0013027,6,0.0001751467,0.00058017
3295,4,23.0,28.0,730.0,104.004,0.0010718946,0.0002951594,4,4.66041135897595e-05,0.0007922699,0.002578761,42.2061,62.3373,7.4217,16,0.001134,7,0.000155347,0.00021749
3300,4,24.0,28.0,600.0,103.8072,0.0023686379,0.0003776089,1,0.0002174112,0.0012129257,0.002288539,32.3819,71.44,7.76,25,0.001888,7,0.0,0.0
3305,4,16.0,4.0,120.0,111.6846,0.0036425939,0.0003023497,10,8.63856254319281e-05,0.0003455425,0.002836328,20.2653,75.4518,6.3096,27,0.0022172,6,0.0,0.0
3306,5,22.0,24.0,1000.0,191.538,0.0064294197,0.0009418895,8,2.04758589622835e-05,6.14275768868504e-05,0.0041463614,30.0693,46.1037,7.1531,39,0.0015766,7,0.0,5.119e-05
3307,5,16.0,4.0,275.0,76.2102,0.0019186493,0.0005009806,0,0.0001385691,0.0010019613,0.0034429095,34.0621,63.6037,3.6594,23,0.00058625,8,0.0,0.00024516
3309,4,19.0,24.0,800.0,119.1048,0.0063699929,0.0004542941,3,2.96278739037687e-05,6.91317057754602e-05,0.0041577783,39.2476,58.3373,3.8005,25,0.0012444,6,0.0,0.0
3310,3,19.0,20.0,900.0,59.6868,0.0014122316,0.00017507,5,1.1671335200747e-05,0.0001517274,0.0037931839,56.5062,73.8954,2.5662,27,0.0004085,7,0.0,0.0
